gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
12053-12053_game_2,LPL,2025,Split 2,0,Weibo Gaming,Blue,0,Sion,Azir,Naafiri,Miss Fortune,Jhin,Skarner,Varus,Renekton,Karma,Annie,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Ryze,Pantheon,Aurora,Ahri,Yorick,Lillia,Yone,Renata Glasc,Kalista,0
LOLTMNT02_266810,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,0,Rumble,Poppy,Xin Zhao,Alistar,Ezreal,Pantheon,Gnar,Azir,Kai'Sa,Neeko,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,1,Vi,Naafiri,Aurora,Varus,Kalista,Gwen,Sejuani,Yone,Miss Fortune,Fiddlesticks,0
12054-12054_game_1,LPL,2025,Split 2,0,Top Esports,Blue,1,Galio,Taliyah,Gwen,Shen,Ornn,Sion,Naafiri,Ryze,Kalista,Renata Glasc,LPL,2025,Split 2,0,Team WE,Red,0,Rumble,Vi,Azir,Ezreal,Neeko,Pantheon,Varus,Ahri,Alistar,Yorick,1
LOLTMNT02_267069,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,1,Rumble,Poppy,Nidalee,Varus,Alistar,Xin Zhao,Sion,Taliyah,Lucian,Braum,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,0,Vi,Naafiri,Kalista,Rakan,Nautilus,Jayce,Annie,Lee Sin,Ezreal,Rell,1
12054-12054_game_2,LPL,2025,Split 2,0,Team WE,Blue,0,Vi,Yone,Gwen,Leona,Jayce,Azir,Skarner,Ashe,Nautilus,Renekton,LPL,2025,Split 2,0,Top Esports,Red,1,Taliyah,Rumble,Neeko,Braum,Seraphine,Ezreal,Xin Zhao,Sylas,Karma,Ornn,0
LOLTMNT02_267104,LCK,2025,Rounds 1-2,0,Dplus Kia,Blue,1,Kalista,Ryze,Aurora,Jhin,Rakan,Naafiri,Varus,Alistar,Galio,Camille,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,0,Vi,Poppy,Sylas,Ambessa,Viktor,Rumble,Ahri,Wukong,Gragas,Xayah,1
LOLTMNT02_268237,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,0,Poppy,Yone,Jayce,Kalista,Alistar,Gwen,Wukong,Ahri,Jhin,Leona,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,1,Vi,Xin Zhao,Neeko,Varus,Rakan,Taliyah,Pantheon,Kennen,Ezreal,Rell,0
LOLTMNT02_268242,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Yone,Rumble,Sejuani,Kalista,Alistar,Nidalee,Sion,Corki,Ashe,Braum,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,0,Vi,Azir,Xin Zhao,Miss Fortune,Rakan,Jayce,Viktor,Skarner,Varus,Bard,1
12055-12055_game_1,LPL,2025,Split 2,0,Anyone's Legend,Blue,1,Ryze,Gwen,Lucian,Ambessa,Braum,Rumble,Jhin,Xin Zhao,Leona,Azir,LPL,2025,Split 2,0,Ninjas in Pyjamas,Red,0,Naafiri,Taliyah,Neeko,Alistar,Poppy,Varus,Pantheon,Galio,Nautilus,Akali,1
LOLTMNT02_268252,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,0,Lillia,Rumble,Viego,Renata Glasc,Alistar,Azir,Sejuani,Ambessa,Lucian,Elise,LCK,2025,Rounds 1-2,0,KT Rolster,Red,1,Vi,Xin Zhao,Yone,Miss Fortune,Xayah,Kalista,Annie,Yorick,Neeko,Jarvan IV,0
12055-12055_game_2,LPL,2025,Split 2,0,Ninjas in Pyjamas,Blue,1,Naafiri,Gwen,Lillia,Alistar,Ezreal,Vi,Viktor,Yorick,Tristana,Neeko,LPL,2025,Split 2,0,Anyone's Legend,Red,0,Ryze,Lucian,Ambessa,Zeri,Kai'Sa,Wukong,Sion,Taliyah,Miss Fortune,Rakan,1
LOLTMNT02_268294,LCK,2025,Rounds 1-2,0,T1,Blue,1,Taliyah,Varus,Rumble,Kai'Sa,Poppy,Gwen,Xin Zhao,Sylas,Jhin,Rell,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Vi,Kalista,Azir,Xayah,Lucian,Viktor,Pantheon,Ambessa,Miss Fortune,Braum,1
12055-12055_game_3,LPL,2025,Split 2,0,Anyone's Legend,Blue,1,Lucian,Annie,Lillia,Lulu,Yuumi,Poppy,Jayce,Sylas,Kalista,Renata Glasc,LPL,2025,Split 2,0,Ninjas in Pyjamas,Red,0,Gwen,Naafiri,Ryze,Ezreal,Alistar,Zeri,Sejuani,Ambessa,Karma,Milio,1
LOLTMNT02_268312,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Kalista,Varus,Annie,Lucian,Xayah,Taliyah,Yorick,Wukong,Ashe,Poppy,LCK,2025,Rounds 1-2,0,T1,Red,0,Vi,Rumble,Sion,Nautilus,Kai'Sa,Ahri,Jayce,Naafiri,Alistar,Ezreal,1
12056-12056_game_1,LPL,2025,Split 2,0,Team WE,Blue,1,Yone,Varus,Neeko,Ryze,Akali,Taliyah,Rumble,Ezreal,Braum,Xin Zhao,LPL,2025,Split 2,0,ThunderTalk Gaming,Red,0,Azir,Vi,Naafiri,Nautilus,Jarvan IV,Pantheon,Miss Fortune,Gwen,Alistar,Ahri,1
LOLTMNT02_268334,LCK,2025,Rounds 1-2,0,T1,Blue,1,Yone,Varus,Sion,Annie,Renekton,Azir,Xayah,Rakan,Jax,Talon,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Kalista,Vi,Rumble,Nocturne,Gnar,Lucian,Nami,Trundle,Zoe,Shen,1
12056-12056_game_2,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,0,Azir,Vi,Lillia,Ambessa,Ornn,Sion,Lucian,Nami,Wukong,Hwei,LPL,2025,Split 2,0,Team WE,Red,1,Yone,Varus,Akali,Yasuo,Annie,Ryze,Kai'Sa,Nautilus,Naafiri,K'Sante,0
LOLTMNT02_268539,LCK,2025,Rounds 1-2,0,Dplus Kia,Blue,1,Kalista,Azir,Pantheon,Rakan,Poppy,Naafiri,Ahri,Ambessa,Lucian,Braum,LCK,2025,Rounds 1-2,0,BNK FEARX,Red,0,Vi,Xin Zhao,Gwen,Miss Fortune,Alistar,Rumble,Taliyah,Wukong,Ezreal,Neeko,1
LOLTMNT02_267792,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,0,Sejuani,Nidalee,Xin Zhao,Miss Fortune,Varus,Gwen,Skarner,Ryze,Xayah,Nautilus,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,1,Vi,Kalista,Poppy,Rakan,Jinx,Azir,Pantheon,Jax,Alistar,Zeri,0
12057-12057_game_1,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,0,Gwen,Varus,Vi,Zeri,Ezreal,Rumble,Pantheon,Ryze,Miss Fortune,Nautilus,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Yone,Taliyah,Ashe,Kai'Sa,Sion,Naafiri,Galio,Kalista,Renata Glasc,0
12057-12057_game_2,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,0,Varus,Annie,Ezreal,Kai'Sa,Zeri,Taliyah,Xin Zhao,Shen,Corki,Rell,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Gwen,Ahri,Lucian,Ashe,Yorick,Vi,Sylas,Xayah,Alistar,0
LOLTMNT02_267812,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Jayce,Pantheon,Rumble,Nautilus,Ezreal,Xin Zhao,Ambessa,Taliyah,Zeri,Rakan,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Sejuani,Kalista,Miss Fortune,Varus,Skarner,Gwen,Corki,Xayah,Alistar,0
LOLTMNT02_267818,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Jayce,Rumble,Pantheon,Nautilus,Varus,Azir,Wukong,Sion,Lucian,Braum,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Sejuani,Kalista,Kai'Sa,Poppy,Naafiri,Ahri,Nidalee,Ezreal,Rell,0
12058-12058_game_1,LPL,2025,Split 2,0,Invictus Gaming,Blue,1,Ryze,Annie,Vi,Jhin,Sylas,Varus,Galio,Xin Zhao,Alistar,Orianna,LPL,2025,Split 2,0,Ninjas in Pyjamas,Red,0,Gwen,Taliyah,Pantheon,Nautilus,Karma,Rumble,Neeko,Wukong,Miss Fortune,Viktor,1
12058-12058_game_2,LPL,2025,Split 2,0,Ninjas in Pyjamas,Blue,0,Gwen,Lucian,Naafiri,Rakan,Leona,Pantheon,Annie,Kai'Sa,Shen,Maokai,LPL,2025,Split 2,0,Invictus Gaming,Red,1,Ryze,Vi,Sion,Nautilus,Rell,Yorick,Taliyah,Xayah,Poppy,Braum,0
LOLTMNT02_267967,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,0,Yone,Gwen,Azir,Varus,Rumble,Xin Zhao,Kalista,Renata Glasc,Yorick,Ahri,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,1,Vi,Naafiri,Taliyah,Viktor,Sion,Pantheon,Ryze,Elise,Jayce,Draven,0
LOLTMNT02_267969,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,1,Yone,Azir,Sejuani,Alistar,Orianna,Poppy,Gnar,Viktor,Lucian,Braum,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,0,Vi,Naafiri,Taliyah,Ezreal,Xayah,Gwen,Varus,Nocturne,Sylas,Shen,1
LOLTMNT02_268713,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,1,Naafiri,Sion,Annie,Ezreal,Wukong,Rumble,Azir,Miss Fortune,Viego,Leona,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,0,Vi,Yone,Sejuani,Nautilus,Rell,Taliyah,Alistar,Aurora,Skarner,Jhin,1
LOLTMNT02_268769,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Poppy,Pantheon,Yone,Alistar,Varus,Rumble,Wukong,Taliyah,Xayah,Rakan,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Vi,Nidalee,Gwen,Neeko,Ashe,Xin Zhao,Ambessa,Ahri,Renata Glasc,Kalista,1
12059-12059_game_1,LPL,2025,Split 2,0,Weibo Gaming,Blue,0,Rumble,Sion,Nautilus,Rell,Alistar,Neeko,Yorick,Pantheon,Galio,Varus,LPL,2025,Split 2,0,Top Esports,Red,1,Gwen,Taliyah,Vi,Kai'Sa,Kalista,Ryze,Naafiri,Ornn,Ezreal,Karma,0
LOLTMNT02_268811,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Nidalee,Yone,Gwen,Neeko,Yorick,Azir,Sion,Jhin,Nocturne,Nautilus,LCK,2025,Rounds 1-2,0,KT Rolster,Red,0,Vi,Poppy,Naafiri,Sejuani,Pantheon,Varus,Annie,Viego,Alistar,Gnar,1
12059-12059_game_2,LPL,2025,Split 2,0,Weibo Gaming,Blue,0,Rumble,Miss Fortune,Kalista,Draven,Xin Zhao,Sion,Lucian,Nami,Yone,Sejuani,LPL,2025,Split 2,0,Top Esports,Red,1,Gwen,Vi,Taliyah,Wukong,Sylas,Azir,K'Sante,Nautilus,Kai'Sa,Trundle,0
LOLTMNT02_269084,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Poppy,Yone,Yorick,Ezreal,Lulu,Jayce,Ryze,Trundle,Leona,Caitlyn,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Vi,Gwen,Nidalee,Neeko,Ashe,Viktor,Pantheon,Ornn,Braum,Miss Fortune,1
12060-12060_game_1,LPL,2025,Split 2,0,JD Gaming,Blue,1,Neeko,Yone,Sion,Kalista,Xayah,Vi,Ahri,Ornn,Jhin,Alistar,LPL,2025,Split 2,0,Bilibili Gaming,Red,0,Naafiri,Gwen,Sylas,Kai'Sa,Varus,Rumble,Taliyah,Xin Zhao,Ezreal,Braum,1
12060-12060_game_2,LPL,2025,Split 2,0,Bilibili Gaming,Blue,0,Varus,Sion,Naafiri,Blitzcrank,Ryze,Yorick,Ashe,Renata Glasc,Skarner,Viktor,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Gwen,Lucian,Sejuani,Poppy,Pantheon,Kalista,Jax,Annie,Elise,0
LOLTMNT06_121139,LTA S,2025,Split 2,0,paiN Gaming,Blue,1,Miss Fortune,Ashe,Lucian,Karma,Nautilus,Gwen,Kalista,Neeko,Azir,Naafiri,LTA S,2025,Split 2,0,FURIA,Red,0,Varus,Taliyah,Yone,Vi,Pantheon,Xin Zhao,Jayce,Jhin,Alistar,LeBlanc,1
LOLTMNT06_121140,LTA S,2025,Split 2,0,paiN Gaming,Blue,0,Miss Fortune,Ashe,Corki,Karma,Nautilus,Vi,Xayah,Rakan,Rumble,Galio,LTA S,2025,Split 2,0,FURIA,Red,1,Varus,Caitlyn,Lucian,Ahri,Yone,Wukong,Taliyah,Ezreal,Bard,Aatrox,0
LOLTMNT06_120137,LTA S,2025,Split 2,0,paiN Gaming,Blue,1,Ashe,Yone,Lucian,Camille,Lulu,Miss Fortune,Rell,Ambessa,Sejuani,Viktor,LTA S,2025,Split 2,0,FURIA,Red,0,Varus,Caitlyn,Ivern,Nocturne,Lillia,Skarner,Zeri,Poppy,Renekton,Ahri,1
LOLTMNT06_120142,LTA S,2025,Split 2,0,Fluxo W7M,Blue,0,Yone,Kalista,Akali,Miss Fortune,Lucian,Taliyah,Xin Zhao,Rumble,Jhin,Rell,LTA S,2025,Split 2,0,Isurus Estral,Red,1,Varus,Vi,Sejuani,Ezreal,Poppy,Pantheon,Ahri,Gwen,Ashe,Alistar,0
LOLTMNT06_120185,LTA N,2025,Split 2,0,Cloud9,Blue,0,Cassiopeia,Jayce,Neeko,Renekton,Karma,Vi,Taliyah,Ambessa,Ezreal,Alistar,LTA N,2025,Split 2,0,FlyQuest,Red,1,Yone,Gwen,Varus,Kai'Sa,Lucian,Rumble,Naafiri,Annie,Volibear,Jhin,0
LOLTMNT06_120186,LTA N,2025,Split 2,0,Cloud9,Blue,0,Cassiopeia,Jayce,Azir,Sion,Ryze,Xin Zhao,Lucian,Milio,Ornn,Ahri,LTA N,2025,Split 2,0,FlyQuest,Red,1,Yone,Varus,Gwen,Gnar,Galio,Neeko,Pantheon,Kai'Sa,Renekton,Sylas,0
LOLTMNT06_121176,LTA N,2025,Split 2,0,LYON,Blue,0,Naafiri,Azir,Rumble,Karma,Annie,Varus,Gwen,Sejuani,Neeko,Ahri,LTA N,2025,Split 2,0,Dignitas,Red,1,Yone,Vi,Pantheon,Jayce,Corki,Ezreal,Xin Zhao,Jax,Taliyah,Alistar,0
LOLTMNT06_121177,LTA N,2025,Split 2,0,Dignitas,Blue,0,Yone,Sylas,Nocturne,Kalista,Nautilus,Pantheon,Jayce,Viktor,Xayah,Rakan,LTA N,2025,Split 2,0,LYON,Red,1,Vi,Azir,Naafiri,Lucian,Senna,Rumble,Corki,Maokai,Jhin,Rell,0
LOLTMNT06_121179,LTA N,2025,Split 2,0,LYON,Blue,0,Azir,Naafiri,Kalista,Viego,Kindred,Renekton,Lillia,Nautilus,Zeri,Annie,LTA N,2025,Split 2,0,Dignitas,Red,1,Yone,Vi,Nocturne,Senna,Sylas,K'Sante,Miss Fortune,Braum,Ryze,Olaf,0
LOLTMNT02_269294,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,1,Rumble,Kalista,Taliyah,Alistar,Varus,Azir,Poppy,Kennen,Jhin,Rell,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,0,Vi,Yone,Jayce,Rakan,Lucian,Gwen,Pantheon,Ahri,Miss Fortune,Neeko,1
LOLTMNT02_270047,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Yone,Nidalee,Jayce,Ambessa,Aatrox,Sion,Varus,Renata Glasc,Viktor,Wukong,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,1,Vi,Taliyah,Rumble,Annie,Orianna,Kalista,Xin Zhao,Soraka,Vladimir,Galio,0
LOLTMNT02_269313,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Kalista,Pantheon,Gwen,Miss Fortune,Jhin,Azir,Skarner,Jayce,Xayah,Rakan,LCK,2025,Rounds 1-2,0,T1,Red,0,Vi,Taliyah,Rumble,Ezreal,Poppy,Xin Zhao,Ahri,Sion,Varus,Renata Glasc,1
LOLTMNT02_270074,LCK,2025,Rounds 1-2,0,T1,Blue,0,Yone,Taliyah,Viktor,Kai'Sa,Ezreal,Rumble,Orianna,Wukong,Ashe,Braum,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Kalista,Gwen,Miss Fortune,Lucian,Pantheon,Ornn,Galio,Jhin,Alistar,0
12061-12061_game_1,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,0,Varus,Naafiri,Sion,Xayah,Renata Glasc,Vi,Taliyah,Aurora,Jhin,Nautilus,LPL,2025,Split 2,0,Top Esports,Red,1,Galio,Yone,Pantheon,Kai'Sa,Neeko,Rumble,Xin Zhao,Ahri,Ezreal,Alistar,0
12061-12061_game_2,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,1,Naafiri,Varus,Jayce,Ornn,Skarner,Sion,Lucian,Nami,Poppy,LeBlanc,LPL,2025,Split 2,0,Top Esports,Red,0,Pantheon,Ryze,Gwen,Yone,Zyra,Azir,Kalista,Renata Glasc,K'Sante,Talon,1
12061-12061_game_3,LPL,2025,Split 2,0,Top Esports,Blue,1,Neeko,Annie,Yone,Ashe,Rakan,Varus,Jayce,Rell,Nidalee,Tristana,LPL,2025,Split 2,0,ThunderTalk Gaming,Red,0,Ryze,Naafiri,Pantheon,Galio,Lillia,Gwen,Skarner,Akali,Zeri,Lulu,1
12062-12062_game_1,LPL,2025,Split 2,0,Team WE,Blue,0,Gwen,Varus,Naafiri,Ezreal,Xayah,Taliyah,Sion,Kai'Sa,Nautilus,Olaf,LPL,2025,Split 2,0,Anyone's Legend,Red,1,Azir,Neeko,Galio,Xin Zhao,Vi,Rumble,Pantheon,Annie,Kalista,Renata Glasc,0
12062-12062_game_2,LPL,2025,Split 2,0,Team WE,Blue,0,Gwen,Varus,Naafiri,Lucian,Lulu,Ryze,Xin Zhao,K'Sante,Jhin,Leona,LPL,2025,Split 2,0,Anyone's Legend,Red,1,Azir,Neeko,Ezreal,Miss Fortune,Ashe,Yorick,Vi,Orianna,Xayah,Rakan,0
LOLTMNT06_121226,LTA S,2025,Split 2,0,LOUD,Blue,1,Yone,Sejuani,Taliyah,Annie,Nautilus,Vi,Ahri,Jax,Lucian,Nami,LTA S,2025,Split 2,0,Vivo Keyd Stars,Red,0,Gwen,Varus,Azir,Braum,Kalista,Xin Zhao,Miss Fortune,K'Sante,Veigar,Rell,1
LOLTMNT06_121228,LTA S,2025,Split 2,0,Vivo Keyd Stars,Blue,1,Azir,Kalista,Rumble,Ashe,Kai'Sa,Gwen,Naafiri,Annie,Ezreal,Poppy,LTA S,2025,Split 2,0,LOUD,Red,0,Yone,Varus,Sejuani,Rakan,Nautilus,Pantheon,Taliyah,Gnar,Alistar,Xayah,1
LOLTMNT06_121232,LTA S,2025,Split 2,0,LOUD,Blue,0,Yone,Lillia,Ivern,Sylas,Tristana,Sejuani,Corki,Nautilus,Cassiopeia,Camille,LTA S,2025,Split 2,0,Vivo Keyd Stars,Red,1,Varus,Azir,Renekton,Syndra,Olaf,Ashe,Nidalee,Braum,Ryze,Fiora,0
LOLTMNT06_121241,LTA S,2025,Split 2,0,Leviatan,Blue,0,Vi,Pantheon,Nautilus,Miss Fortune,Karma,Gwen,Naafiri,Ahri,Kai'Sa,Rakan,LTA S,2025,Split 2,0,RED Canids,Red,1,Yone,Varus,Lucian,Kalista,Ashe,Rumble,Xin Zhao,Annie,Ezreal,Poppy,0
LOLTMNT06_120272,LTA S,2025,Split 2,0,RED Canids,Blue,1,Sejuani,Vi,Corki,Alistar,Neeko,Jayce,Ashe,Rell,Viktor,Maokai,LTA S,2025,Split 2,0,Leviatan,Red,0,Varus,Lucian,Taliyah,Skarner,Nocturne,Pantheon,Kalista,Sion,Renata Glasc,Akali,1
LOLTMNT06_120292,LTA N,2025,Split 2,0,Team Liquid,Blue,1,Yone,Naafiri,Ezreal,Senna,Braum,Taliyah,Pantheon,Rumble,Jhin,Poppy,LTA N,2025,Split 2,0,Shopify Rebellion,Red,0,Kalista,Varus,Vi,Nautilus,Neeko,Xin Zhao,Ahri,Ryze,Alistar,Kai'Sa,1
LOLTMNT06_120293,LTA N,2025,Split 2,0,Shopify Rebellion,Blue,0,Kalista,Azir,Yorick,Braum,Nocturne,Varus,Jayce,Nautilus,Galio,Kha'Zix,LTA N,2025,Split 2,0,Team Liquid,Red,1,Vi,Yone,Naafiri,Gwen,Sejuani,Ezreal,Neeko,Sion,Viego,Rell,0
LOLTMNT06_120302,LTA N,2025,Split 2,0,100 Thieves,Blue,1,Rumble,Jayce,Poppy,Kalista,Lucian,Naafiri,Varus,Ahri,Nautilus,Riven,LTA N,2025,Split 2,0,Disguised,Red,0,Vi,Yone,Gwen,Renekton,Gnar,Taliyah,Pantheon,Ambessa,Ziggs,Leona,1
LOLTMNT06_120304,LTA N,2025,Split 2,0,Disguised,Blue,0,Yone,Gwen,Vi,Galio,Sejuani,Xin Zhao,Annie,Sion,Caitlyn,Ashe,LTA N,2025,Split 2,0,100 Thieves,Red,1,Rumble,Jayce,Poppy,Neeko,Karma,Kalista,Renata Glasc,Aatrox,Viktor,Trundle,0
12063-12063_game_1,LPL,2025,Split 2,0,Weibo Gaming,Blue,1,Rumble,Sion,Yone,Annie,Kalista,Gwen,Xin Zhao,Ryze,Xayah,Rakan,LPL,2025,Split 2,0,FunPlus Phoenix,Red,0,Varus,Vi,Taliyah,Lucian,Leona,Neeko,Pantheon,Aurora,Kai'Sa,Ahri,1
12063-12063_game_2,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,0,Varus,Ezreal,Vi,Annie,Leona,Sion,Lillia,Yone,Corki,Rell,LPL,2025,Split 2,0,Weibo Gaming,Red,1,Rumble,Kalista,Taliyah,Jhin,Braum,Miss Fortune,K'Sante,Naafiri,Alistar,Orianna,0
12064-12064_game_1,LPL,2025,Split 2,0,JD Gaming,Blue,1,Ryze,Galio,Neeko,Annie,Sylas,Taliyah,Naafiri,Rumble,Miss Fortune,Nautilus,LPL,2025,Split 2,0,Ninjas in Pyjamas,Red,0,Vi,Pantheon,Kalista,Jhin,Ezreal,Xin Zhao,Varus,Sion,Alistar,Akali,1
12064-12064_game_2,LPL,2025,Split 2,0,Ninjas in Pyjamas,Blue,0,Kalista,Gwen,Ahri,Jax,Ornn,Yorick,Pantheon,Galio,Tristana,Renata Glasc,LPL,2025,Split 2,0,JD Gaming,Red,1,Ryze,Neeko,Lucian,Xayah,Lulu,Annie,Vi,Kai'Sa,Shen,Rakan,0
12065-12065_game_1,LPL,2025,Split 2,0,Invictus Gaming,Blue,1,Yone,Vi,Gwen,Akali,Galio,Rumble,Xin Zhao,Annie,Lucian,Nami,LPL,2025,Split 2,0,FunPlus Phoenix,Red,0,Naafiri,Varus,Taliyah,Ezreal,Xayah,Pantheon,Neeko,Sion,Sylas,Kalista,1
12065-12065_game_2,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,0,Naafiri,Varus,Jayce,Ezreal,Braum,Yorick,Miss Fortune,Alistar,Akali,Sejuani,LPL,2025,Split 2,0,Invictus Gaming,Red,1,Vi,Taliyah,Gwen,Lillia,Ryze,Skarner,Jax,Orianna,Rakan,Xayah,0
12066-12066_game_1,LPL,2025,Split 2,0,Bilibili Gaming,Blue,1,Varus,Naafiri,Yone,Ezreal,Lucian,Pantheon,Annie,Gwen,Xayah,Rakan,LPL,2025,Split 2,0,Top Esports,Red,0,Neeko,Vi,Taliyah,Kai'Sa,Kalista,Rumble,Xin Zhao,Azir,Miss Fortune,Alistar,1
12066-12066_game_2,LPL,2025,Split 2,0,Top Esports,Blue,0,Neeko,Poppy,Yorick,Renekton,K'Sante,Sion,Viego,Taliyah,Jhin,Nautilus,LPL,2025,Split 2,0,Bilibili Gaming,Red,1,Naafiri,Vi,Nidalee,Renata Glasc,Ezreal,Lillia,Varus,Yone,Rell,Ornn,0
LOLTMNT03_241129,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Kalista,Yone,Taliyah,Jhin,Ezreal,Azir,Skarner,Nidalee,Lucian,Braum,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,0,Vi,Pantheon,Rumble,Poppy,Xayah,Xin Zhao,Gwen,Ahri,Alistar,Senna,1
LOLTMNT03_241144,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,1,Viktor,Corki,Pantheon,Varus,Jhin,Taliyah,Sejuani,Jayce,Ezreal,Rell,LCK,2025,Rounds 1-2,0,Gen.G,Red,0,Vi,Kalista,Yone,Kai'Sa,Rakan,Naafiri,Hwei,Ornn,Miss Fortune,Nautilus,1
12067-12067_game_1,LPL,2025,Split 2,0,Anyone's Legend,Blue,0,Kalista,Ahri,Annie,Varus,Rakan,Taliyah,Naafiri,Galio,Corki,Leona,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Poppy,Gwen,Xayah,Renata Glasc,Rumble,Vi,Yone,Alistar,Ezreal,0
LOLTMNT03_241162,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Yone,Maokai,Kalista,Jax,Kennen,Vi,Varus,Renata Glasc,Renekton,Aurora,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,0,Rumble,Viktor,Lulu,Sion,Sylas,Xayah,Rakan,Pantheon,Galio,Gnar,1
12067-12067_game_2,LPL,2025,Split 2,0,Anyone's Legend,Blue,0,Kalista,Gwen,Kai'Sa,Miss Fortune,Zeri,Pantheon,Xayah,Rakan,Akali,Nasus,LPL,2025,Split 2,0,JD Gaming,Red,1,Neeko,Shen,Varus,Sion,Ahri,Yorick,Annie,Xin Zhao,Lucian,Nami,0
LOLTMNT03_241226,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Naafiri,Rumble,Pantheon,Varus,Neeko,Taliyah,Wukong,Gwen,Lucian,Braum,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,1,Vi,Yone,Kalista,Rakan,Poppy,Xin Zhao,Ryze,Jayce,Alistar,Senna,0
12068-12068_game_1,LPL,2025,Split 2,0,Bilibili Gaming,Blue,1,Varus,Taliyah,Naafiri,Gwen,Sion,Neeko,Kalista,Rumble,Poppy,Ahri,LPL,2025,Split 2,0,Invictus Gaming,Red,0,Yone,Pantheon,Vi,Annie,Skarner,Lucian,Xin Zhao,Nami,Aurora,Sylas,1
LOLTMNT03_240814,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,1,Yone,Rumble,Ahri,Nocturne,Viktor,Azir,Pantheon,Neeko,Ezreal,Sion,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,0,Vi,Naafiri,Poppy,Renekton,Varus,Kalista,Renata Glasc,Ambessa,Hwei,Trundle,1
