gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
LOLTMNT06_132464,LEC,2025,Summer,0,Fnatic,Blue,0,Neeko,Poppy,Jax,Rakan,Draven,Azir,Sion,Jarvan IV,Lucian,Braum,LEC,2025,Summer,0,G2 Esports,Red,1,Varus,Yunara,Gwen,Sivir,Xayah,Taliyah,Pantheon,Kled,Kai'Sa,Alistar,0
LOLTMNT03_283073,LTA S,2025,Split 3,0,RED Canids,Blue,1,Aurora,Taliyah,Jax,Yone,Lucian,Yunara,Xin Zhao,Sion,Karma,Ryze,LTA S,2025,Split 3,0,paiN Gaming,Red,0,Pantheon,Wukong,Gwen,Sylas,Rell,Corki,Maokai,Cho'Gath,Neeko,Kai'Sa,1
LOLTMNT03_282101,LTA S,2025,Split 3,0,RED Canids,Blue,0,Aurora,Lucian,Jax,Taliyah,Sejuani,Yorick,Kalista,Renata Glasc,Twisted Fate,Skarner,LTA S,2025,Split 3,0,paiN Gaming,Red,1,Wukong,Pantheon,Gwen,Sylas,Akali,Xayah,Renekton,Rakan,Annie,Zyra,0
LOLTMNT03_282116,LTA S,2025,Split 3,0,paiN Gaming,Blue,1,Pantheon,Rell,Sylas,K'Sante,Yone,Vi,Senna,Nautilus,Taliyah,Aatrox,LTA S,2025,Split 3,0,RED Canids,Red,0,Wukong,Gwen,Jarvan IV,Jax,Camille,Lucian,Aurora,Leona,Dr. Mundo,Miss Fortune,1
LOLTMNT03_282144,LTA N,2025,Split 3,0,FlyQuest,Blue,1,Vi,Ziggs,Taliyah,Lucian,Xayah,Yunara,Galio,Wukong,Karma,Viktor,LTA N,2025,Split 3,0,Team Liquid,Red,0,Pantheon,Azir,Varus,Orianna,Bard,Rumble,Trundle,Cassiopeia,Neeko,Corki,1
LOLTMNT03_282158,LTA N,2025,Split 3,0,Team Liquid,Blue,0,Poppy,Yone,Sett,Ambessa,Olaf,Vi,Gwen,Ziggs,Alistar,Ezreal,LTA N,2025,Split 3,0,FlyQuest,Red,1,Pantheon,Varus,Azir,Lucian,Kai'Sa,Taliyah,Xin Zhao,Bard,Singed,Jhin,0
LOLTMNT03_283147,LTA N,2025,Split 3,0,Team Liquid,Blue,0,Yone,Poppy,Sion,Xayah,Braum,Renekton,Annie,Kai'Sa,Rell,Viego,LTA N,2025,Split 3,0,FlyQuest,Red,1,Pantheon,Azir,Varus,Nocturne,Jarvan IV,Orianna,K'Sante,Maokai,Lucian,Renata Glasc,0
12623-12623_game_1,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Pantheon,Trundle,Aurora,Jhin,Annie,Varus,Skarner,Rumble,Sylas,Rell,LPL,2025,Split 3,0,Weibo Gaming,Red,1,Yone,Yunara,Nautilus,Renata Glasc,Poppy,Gwen,Wukong,Alistar,Sivir,Galio,0
12623-12623_game_2,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Pantheon,Aurora,Ambessa,Taliyah,Annie,Sion,Neeko,Kai'Sa,Nocturne,Ahri,LPL,2025,Split 3,0,Weibo Gaming,Red,1,Yunara,Yone,Trundle,Jarvan IV,Azir,Rakan,Xin Zhao,Xayah,Yorick,Orianna,0
12624-12624_game_1,LPL,2025,Split 3,0,Bilibili Gaming,Blue,0,Taliyah,Trundle,Yunara,Kai'Sa,Alistar,Pantheon,Aurora,Rumble,Xayah,Rakan,LPL,2025,Split 3,0,Invictus Gaming,Red,1,Azir,Gwen,Varus,Poppy,Lucian,Annie,Jarvan IV,Ornn,Sivir,Neeko,0
12624-12624_game_2,LPL,2025,Split 3,0,Bilibili Gaming,Blue,1,Taliyah,Poppy,Jhin,Nocturne,Alistar,Varus,Ambessa,Vi,Orianna,Leona,LPL,2025,Split 3,0,Invictus Gaming,Red,0,Azir,Trundle,Gwen,Ahri,Sylas,Sion,Yunara,Galio,Wukong,Bard,1
12624-12624_game_3,LPL,2025,Split 3,0,Invictus Gaming,Blue,1,Ziggs,Yone,Gwen,Braum,Kalista,Poppy,Kai'Sa,Ryze,Rell,Gnar,LPL,2025,Split 3,0,Bilibili Gaming,Red,0,Taliyah,Trundle,Azir,Jayce,Alistar,Renekton,Sejuani,Cassiopeia,Nautilus,Corki,1
LOLTMNT06_133504,LEC,2025,Summer,0,Karmine Corp,Blue,1,Pantheon,Maokai,Ziggs,Ezreal,Nautilus,Yunara,Azir,Rumble,Poppy,Rakan,LEC,2025,Summer,0,Team Vitality,Red,0,Varus,Jarvan IV,Wukong,Skarner,Trundle,Xin Zhao,Taliyah,Ambessa,Kai'Sa,Rell,1
LOLTMNT06_133506,LEC,2025,Summer,0,Karmine Corp,Blue,0,Pantheon,Maokai,Nautilus,Xayah,Sivir,Vi,Jayce,Annie,Corki,Leona,LEC,2025,Summer,0,Team Vitality,Red,1,Varus,Sion,Neeko,Ezreal,Bard,Ryze,Jarvan IV,Yorick,Alistar,Ziggs,0
LOLTMNT06_133510,LEC,2025,Summer,0,Karmine Corp,Blue,0,Pantheon,Maokai,Nautilus,Braum,Sion,Wukong,Sivir,Galio,Gnar,Karma,LEC,2025,Summer,0,Team Vitality,Red,1,Varus,Neeko,Viktor,Bard,Gwen,Orianna,Trundle,Xayah,K'Sante,Pyke,0
LOLTMNT06_133511,LEC,2025,Summer,0,G2 Esports,Blue,1,Rumble,Gwen,Taliyah,Ivern,Neeko,Yunara,Trundle,Braum,Annie,K'Sante,LEC,2025,Summer,0,Team BDS,Red,0,Varus,Pantheon,Sion,LeBlanc,Jax,Corki,Nautilus,Azir,Wukong,Ambessa,1
12625-12625_game_1,LPL,2025,Split 3,0,Ninjas in Pyjamas,Blue,1,Viego,Gwen,Annie,Azir,Sylas,Varus,Skarner,Taliyah,Ambessa,Rell,LPL,2025,Split 3,0,LNG Esports,Red,0,Vi,Yunara,Galio,Neeko,Nautilus,Rumble,Pantheon,Sivir,Alistar,Aurora,1
12625-12625_game_2,LPL,2025,Split 3,0,LNG Esports,Blue,0,Vi,Yunara,Annie,Nocturne,Lee Sin,Renekton,Brand,Leona,Smolder,Jayce,LPL,2025,Split 3,0,Ninjas in Pyjamas,Red,1,Gwen,Wukong,Viego,Corki,Yone,Senna,K'Sante,Braum,Lillia,Viktor,0
12626-12626_game_1,LPL,2025,Split 3,0,Anyone's Legend,Blue,0,Trundle,Gwen,Yunara,Xayah,Sivir,Rumble,Xin Zhao,Galio,Rakan,Senna,LPL,2025,Split 3,0,Top Esports,Red,1,Pantheon,Varus,Azir,Braum,Corki,Annie,Wukong,Ornn,Kai'Sa,Alistar,0
12626-12626_game_2,LPL,2025,Split 3,0,Anyone's Legend,Blue,0,Trundle,Gwen,Yunara,Aurora,Taliyah,Sion,Orianna,Vi,Kalista,Renata Glasc,LPL,2025,Split 3,0,Top Esports,Red,1,Pantheon,Varus,Azir,Poppy,Sivir,Corki,Aatrox,Rell,Akali,Jarvan IV,0
LOLTMNT03_284103,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Blue,1,Varus,Taliyah,Azir,Neeko,Sivir,Xin Zhao,Galio,Aurora,Lucian,Braum,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,0,Pantheon,Wukong,Yunara,Xayah,Bard,Rumble,Orianna,Nocturne,Alistar,Jhin,1
LOLTMNT03_284115,LCK,2025,Rounds 3-5,0,DN SOOPers,Blue,0,Poppy,Annie,Azir,Neeko,Bard,Taliyah,Wukong,Sion,Kai'Sa,Rell,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Red,1,Yunara,Gwen,Varus,Karma,Rakan,Pantheon,Ryze,Ambessa,Sivir,Leona,0
12627-12627_game_1,LPL,2025,Split 3,0,LGD Gaming,Blue,1,Varus,Pantheon,Taliyah,Neeko,Kai'Sa,Wukong,Rumble,Galio,Corki,Rell,LPL,2025,Split 3,0,ThunderTalk Gaming,Red,0,Yone,Yunara,Gwen,Braum,Xayah,Annie,Vi,Ornn,Alistar,Sivir,1
12627-12627_game_2,LPL,2025,Split 3,0,ThunderTalk Gaming,Blue,0,Yone,Gwen,Renekton,Poppy,Nautilus,Ambessa,Jarvan IV,Akali,Ezreal,Karma,LPL,2025,Split 3,0,LGD Gaming,Red,1,Yunara,Pantheon,Varus,Senna,Lucian,Taliyah,Trundle,Yorick,Neeko,Kai'Sa,0
LOLTMNT03_284142,LCK,2025,Rounds 3-5,0,Gen.G,Blue,1,Rumble,Xin Zhao,Varus,Sivir,Kai'Sa,Azir,Gwen,Skarner,Corki,Bard,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Red,0,Yunara,Galio,Pantheon,Poppy,Lucian,Taliyah,Wukong,Aurora,Alistar,Jhin,1
12628-12628_game_1,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Pantheon,Aurora,Varus,Corki,Kai'Sa,Wukong,Gwen,Galio,Ezreal,Neeko,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Yone,Skarner,Yunara,Rakan,Alistar,Annie,Rumble,Poppy,Sivir,Rell,0
LOLTMNT03_284170,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,0,Orianna,Varus,Trundle,Sivir,Kai'Sa,Ryze,Poppy,Ambessa,Ezreal,Elise,LCK,2025,Rounds 3-5,0,Gen.G,Red,1,Rumble,Yunara,Pantheon,Xayah,Nautilus,Vi,Galio,Renekton,Neeko,Caitlyn,0
12628-12628_game_2,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Pantheon,Varus,Ambessa,Zed,Aurora,Trundle,Lucian,Nautilus,Renekton,Ahri,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Yone,Yunara,Kai'Sa,Taliyah,Sion,Corki,Rakan,Azir,Jarvan IV,Gnar,0
LOLTMNT03_284605,LCK,2025,Rounds 3-5,0,KT Rolster,Blue,1,Aurora,Poppy,Varus,Sivir,Neeko,Pantheon,Gwen,Ryze,Corki,Nautilus,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Red,0,Azir,Yunara,Taliyah,Rakan,Alistar,Rumble,Wukong,Galio,Bard,Jhin,1
LOLTMNT03_285537,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,1,Neeko,Taliyah,Poppy,Rakan,Lulu,Aurora,Jarvan IV,Alistar,Zeri,Ambessa,LCK,2025,Rounds 3-5,0,KT Rolster,Red,0,Vi,Azir,Yunara,Kai'Sa,Varus,Orianna,Sivir,Xin Zhao,Braum,Renekton,1
12629-12629_game_1,LPL,2025,Split 3,0,Ultra Prime,Blue,0,Azir,Aurora,Yunara,Poppy,Orianna,Taliyah,Jhin,Ambessa,Trundle,Rakan,LPL,2025,Split 3,0,EDward Gaming,Red,1,Vi,Gwen,Pantheon,Xin Zhao,Nautilus,Rumble,Varus,Jarvan IV,Alistar,Ahri,0
12629-12629_game_2,LPL,2025,Split 3,0,Ultra Prime,Blue,0,Azir,Aurora,Orianna,Rell,Kai'Sa,Wukong,Viktor,Sion,Xayah,Braum,LPL,2025,Split 3,0,EDward Gaming,Red,1,Gwen,Yunara,Ryze,Lucian,Sivir,Xin Zhao,Galio,Aatrox,Corki,Neeko,0
LOLTMNT03_285549,LCK,2025,Rounds 3-5,0,KT Rolster,Blue,0,Vi,Varus,Akali,Nocturne,Camille,Trundle,Sion,Ahri,Aphelios,Lulu,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Red,1,Azir,Yunara,Yone,Xayah,Karma,Taliyah,Neeko,Kai'Sa,Aatrox,Ivern,0
12630-12630_game_1,LPL,2025,Split 3,0,JD Gaming,Blue,0,Gwen,Neeko,Trundle,Nautilus,Kai'Sa,Azir,Poppy,Sion,Corki,Rell,LPL,2025,Split 3,0,Bilibili Gaming,Red,1,Varus,Pantheon,Yunara,Braum,Rakan,Taliyah,Rumble,Skarner,Alistar,Sivir,0
LOLTMNT03_284666,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,0,Varus,Neeko,Yunara,Lucian,Alistar,Wukong,Gwen,Ahri,Sivir,Rell,LCK,2025,Rounds 3-5,0,BNK FEARX,Red,1,Pantheon,Yone,Annie,Corki,Poppy,Rumble,Taliyah,Xin Zhao,Rakan,Kai'Sa,0
12630-12630_game_2,LPL,2025,Split 3,0,JD Gaming,Blue,1,Gwen,Neeko,Trundle,Braum,Renata Glasc,Wukong,Kai'Sa,Galio,Leona,Jax,LPL,2025,Split 3,0,Bilibili Gaming,Red,0,Pantheon,Aurora,Karma,Renekton,Rakan,Annie,Yunara,Ambessa,Nautilus,Xin Zhao,1
LOLTMNT03_284695,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,1,Varus,Nocturne,Ambessa,Aurora,Annie,Sion,Orianna,Trundle,Corki,Neeko,LCK,2025,Rounds 3-5,0,BNK FEARX,Red,0,Yunara,Pantheon,Azir,Poppy,Braum,Renekton,Vi,Alistar,Viktor,Jhin,1
12630-12630_game_3,LPL,2025,Split 3,0,Bilibili Gaming,Blue,1,Vi,Kindred,Pantheon,Renata Glasc,Karma,Trundle,Xayah,Rakan,Ornn,Ziggs,LPL,2025,Split 3,0,JD Gaming,Red,0,Varus,Gwen,Neeko,Orianna,Viktor,Renekton,Aurora,Jarvan IV,Lucian,Braum,1
LOLTMNT03_284713,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,1,Yone,Aurora,Ambessa,Annie,Jax,Azir,Jarvan IV,K'Sante,Kalista,Renata Glasc,LCK,2025,Rounds 3-5,0,HANJIN BRION,Red,0,Yunara,Varus,Lulu,Karma,Bard,Lucian,Pantheon,Braum,Yorick,LeBlanc,1
LOLTMNT03_287069,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,0,Aurora,Varus,Neeko,Bard,Braum,Wukong,Orianna,Ornn,Sivir,Alistar,LCK,2025,Rounds 3-5,0,T1,Red,1,Azir,Yunara,Pantheon,Nautilus,Kai'Sa,Rumble,Xin Zhao,Galio,Jhin,Poppy,0
LOLTMNT03_287081,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,1,Neeko,Xayah,Yorick,Ryze,Nocturne,Pantheon,Ambessa,Taliyah,Ziggs,Leona,LCK,2025,Rounds 3-5,0,T1,Red,0,Azir,Yunara,Yone,Nautilus,Kai'Sa,Varus,Aurora,Bard,Jarvan IV,Ahri,1
12631-12631_game_1,LPL,2025,Split 3,0,Invictus Gaming,Blue,1,Yone,Gwen,Rumble,Alistar,Neeko,Trundle,Annie,Sion,Sivir,Rakan,LPL,2025,Split 3,0,FunPlus Phoenix,Red,0,Varus,Yunara,Pantheon,Xayah,Ezreal,Kai'Sa,Wukong,Aurora,Ambessa,Rell,1
LOLTMNT03_287101,LCK,2025,Rounds 3-5,0,T1,Blue,1,Yone,Vi,Cassiopeia,Lulu,Renekton,Ryze,Lucian,Braum,Jax,Zed,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Red,0,Azir,Yunara,Gwen,Nocturne,Lee Sin,Annie,Trundle,Jinx,Yorick,Milio,1
12631-12631_game_2,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Pantheon,Orianna,Varus,Ezreal,Alistar,Xin Zhao,Gwen,Corki,Ekko,Nautilus,LPL,2025,Split 3,0,Invictus Gaming,Red,1,Yone,Yunara,Taliyah,Sylas,Neeko,Rumble,Poppy,Azir,Lucian,Braum,0
LOLTMNT03_286183,LCK,2025,Rounds 3-5,0,Dplus Kia,Blue,0,Aurora,Taliyah,Poppy,Braum,Alistar,Wukong,Ornn,Orianna,Corki,Leona,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Red,1,Yunara,Azir,Gwen,Rakan,Neeko,Annie,Rumble,Pantheon,Rell,Kai'Sa,0
12632-12632_game_1,LPL,2025,Split 3,0,EDward Gaming,Blue,0,Yone,Gwen,Azir,Ahri,Ryze,Varus,Xin Zhao,Taliyah,Ornn,Nautilus,LPL,2025,Split 3,0,LGD Gaming,Red,1,Pantheon,Poppy,Annie,Rell,Alistar,Rumble,Wukong,Sivir,Neeko,Sylas,0
LOLTMNT03_286208,LCK,2025,Rounds 3-5,0,Dplus Kia,Blue,1,Ambessa,Poppy,Taliyah,Braum,Rakan,Aurora,Cassiopeia,Jarvan IV,Jhin,Bard,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Red,0,Yunara,Vi,Azir,Varus,Neeko,Gwen,Ryze,Xin Zhao,Alistar,Ezreal,1
12632-12632_game_2,LPL,2025,Split 3,0,EDward Gaming,Blue,0,Yone,Gwen,Trundle,Braum,Rakan,Sion,Kai'Sa,Alistar,Aurora,Skarner,LPL,2025,Split 3,0,LGD Gaming,Red,1,Pantheon,Yunara,Azir,Poppy,Nocturne,Ambessa,Galio,Vi,Kalista,Renata Glasc,0
LOLTMNT03_286241,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Blue,0,Ambessa,Yone,Neeko,Braum,Varus,Taliyah,Sivir,Nautilus,K'Sante,Viego,LCK,2025,Rounds 3-5,0,Dplus Kia,Red,1,Yunara,Vi,Azir,Jax,Renekton,Ahri,Trundle,Yorick,Jinx,Tahm Kench,0
LOLTMNT03_286946,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,0,Aurora,Annie,Azir,Galio,Kai'Sa,Yunara,Taliyah,Vi,Rell,Gwen,LCK,2025,Rounds 3-5,0,Gen.G,Red,1,Yone,Maokai,Pantheon,Ambessa,Rakan,Wukong,Rumble,Neeko,Corki,Orianna,0
LOLTMNT03_286952,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,1,Bard,Varus,Aurora,Xayah,Sivir,Azir,Lucian,Braum,Ambessa,Poppy,LCK,2025,Rounds 3-5,0,Gen.G,Red,0,Yone,Maokai,Ahri,Sion,Xin Zhao,Pantheon,Ziggs,Rakan,Jhin,Yorick,1
12633-12633_game_1,LPL,2025,Split 3,0,LNG Esports,Blue,1,Vi,Yunara,Varus,Xayah,Nautilus,Wukong,Ornn,Ahri,Rakan,Kai'Sa,LPL,2025,Split 3,0,ThunderTalk Gaming,Red,0,Gwen,Viego,Annie,Neeko,Rell,Rumble,Taliyah,Trundle,Alistar,Corki,1
LOLTMNT03_287529,LCK,2025,Rounds 3-5,0,Gen.G,Blue,1,Yone,Sivir,Jarvan IV,Annie,Ahri,Xin Zhao,Ryze,Renekton,Blitzcrank,Tristana,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Red,0,Bard,Aurora,Varus,Lulu,Renata Glasc,Trundle,Alistar,Kai'Sa,Cassiopeia,Gragas,1
12633-12633_game_2,LPL,2025,Split 3,0,ThunderTalk Gaming,Blue,0,Gwen,Azir,Viego,Braum,Xayah,Annie,Sion,Nocturne,Smolder,Rell,LPL,2025,Split 3,0,LNG Esports,Red,1,Vi,Yunara,Varus,Senna,Lucian,Pantheon,Orianna,K'Sante,Sivir,Leona,0
12634-12634_game_1,LPL,2025,Split 3,0,Team WE,Blue,1,Annie,Trundle,Yunara,Alistar,Nautilus,Azir,Rumble,Skarner,Kai'Sa,Neeko,LPL,2025,Split 3,0,Top Esports,Red,0,Pantheon,Sion,Varus,Ezreal,Corki,Gwen,Taliyah,Wukong,Rakan,Xayah,1
LOLTMNT03_286994,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,0,Neeko,Taliyah,Varus,Kai'Sa,Nautilus,Azir,Poppy,Aurora,Jhin,Bard,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,1,Pantheon,Wukong,Yunara,Sivir,Lucian,Rumble,Vi,Ziggs,Corki,Rakan,0
12634-12634_game_2,LPL,2025,Split 3,0,Top Esports,Blue,1,Trundle,Orianna,Yunara,Senna,Ezreal,Sion,Lucian,Braum,Ryze,Jarvan IV,LPL,2025,Split 3,0,Team WE,Red,0,Vi,Pantheon,Varus,Akali,Annie,Xin Zhao,K'Sante,Aurora,Corki,Alistar,1
LOLTMNT03_287593,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,1,Neeko,Orianna,Gwen,Sivir,Kai'Sa,Varus,Maokai,Yone,Braum,Yorick,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,0,Pantheon,Wukong,Yunara,Renekton,Sion,Taliyah,Jarvan IV,Ambessa,Lucian,Rell,1
12634-12634_game_3,LPL,2025,Split 3,0,Team WE,Blue,0,Vi,Trundle,Akali,Ambessa,Renekton,Yunara,Olaf,Renata Glasc,Shen,Ahri,LPL,2025,Split 3,0,Top Esports,Red,1,Pantheon,Yorick,Orianna,Galio,Ornn,Annie,Varus,Karma,Zed,Gnar,0
LOLTMNT03_287634,LCK,2025,Rounds 3-5,0,DN SOOPers,Blue,1,Renekton,Gwen,Galio,Ryze,Xin Zhao,Orianna,Kai'Sa,Alistar,Lee Sin,K'Sante,LCK,2025,Rounds 3-5,0,HANJIN BRION,Red,0,Pantheon,Yunara,Wukong,Nocturne,Trundle,Neeko,Sion,Sivir,Zed,Annie,1
12635-12635_game_1,LPL,2025,Split 3,0,Weibo Gaming,Blue,0,Aurora,Annie,Varus,Alistar,Kai'Sa,Rumble,Taliyah,Poppy,Jhin,Bard,LPL,2025,Split 3,0,Invictus Gaming,Red,1,Trundle,Yunara,Azir,Rell,Rakan,Gwen,Pantheon,Orianna,Sivir,Karma,0
12635-12635_game_2,LPL,2025,Split 3,0,Weibo Gaming,Blue,1,Jarvan IV,Kai'Sa,Varus,Renekton,Yorick,Wukong,Galio,Ambessa,Corki,Neeko,LPL,2025,Split 3,0,Invictus Gaming,Red,0,Trundle,Azir,Yunara,Kalista,Alistar,Annie,Rakan,Xayah,Xin Zhao,Sion,1
12635-12635_game_3,LPL,2025,Split 3,0,Invictus Gaming,Blue,1,Vi,Yunara,Jarvan IV,Sylas,Renekton,Ryze,Kai'Sa,Alistar,Yorick,Naafiri,LPL,2025,Split 3,0,Weibo Gaming,Red,0,Varus,Azir,Trundle,Sejuani,Maokai,Aurora,Lucian,Braum,Skarner,K'Sante,1
LOLTMNT03_287765,LTA S,2025,Split 3,0,LOUD,Blue,1,Azir,Pantheon,Yunara,Kai'Sa,Varus,Trundle,Ryze,Gwen,Xayah,Rakan,LTA S,2025,Split 3,0,Fluxo W7M,Red,0,Ambessa,Wukong,Rumble,Lucian,Sivir,Annie,Jarvan IV,Aurora,Corki,Nautilus,1
LOLTMNT03_287786,LTA S,2025,Split 3,0,Fluxo W7M,Blue,0,Ambessa,Taliyah,Volibear,Vi,Orianna,Xin Zhao,Galio,Kai'Sa,Ahri,Braum,LTA S,2025,Split 3,0,LOUD,Red,1,Wukong,Pantheon,Yunara,Sylas,Azir,Rumble,Sivir,Alistar,Viego,Syndra,0
LOLTMNT03_287800,LTA S,2025,Split 3,0,LOUD,Blue,1,Azir,Varus,Pantheon,Ashe,Kalista,Orianna,Volibear,Renekton,Aphelios,Rell,LTA S,2025,Split 3,0,Fluxo W7M,Red,0,Ambessa,Wukong,Yunara,Lucian,Ziggs,Akali,Skarner,Jax,Ezreal,Bard,1
LOLTMNT03_288294,LTA N,2025,Split 3,0,Disguised,Blue,1,Vi,Aurora,Annie,Alistar,Varus,Yunara,Orianna,Rumble,Bard,Skarner,LTA N,2025,Split 3,0,Dignitas,Red,0,Pantheon,Azir,Galio,Neeko,Jarvan IV,Wukong,Ziggs,Yorick,Yone,Nautilus,1
LOLTMNT03_287894,LTA N,2025,Split 3,0,Dignitas,Blue,0,Annie,Vi,Taliyah,Alistar,Jax,Varus,Ryze,Jarvan IV,Aatrox,Rell,LTA N,2025,Split 3,0,Disguised,Red,1,Pantheon,Azir,Gwen,Renekton,Neeko,Aurora,Jhin,Poppy,Ambessa,Sejuani,0
LOLTMNT03_288338,LTA N,2025,Split 3,0,Dignitas,Blue,1,Neeko,Annie,Taliyah,Ezreal,Sivir,Renekton,Vi,Galio,Corki,Alistar,LTA N,2025,Split 3,0,Disguised,Red,0,Pantheon,Azir,Gwen,Kai'Sa,Lucian,Sion,Viktor,Xin Zhao,Rakan,Xayah,1
LOLTMNT03_287928,LTA N,2025,Split 3,0,Disguised,Blue,1,Neeko,Akali,Lucian,Ezreal,Miss Fortune,Gwen,Taliyah,Lee Sin,Aphelios,Blitzcrank,LTA N,2025,Split 3,0,Dignitas,Red,0,Annie,Pantheon,Nocturne,Sivir,Kai'Sa,Azir,Maokai,Jayce,Senna,Braum,1
LOLTMNT03_288407,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,0,Taliyah,Aurora,Ambessa,Bard,Poppy,Pantheon,Rumble,Varus,Galio,Alistar,LCK,2025,Rounds 3-5,0,Dplus Kia,Red,1,Azir,Yunara,Wukong,Orianna,Neeko,Gwen,Xin Zhao,Jhin,Annie,Rakan,0
LOLTMNT03_288421,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,0,Orianna,Ambessa,Vi,Lucian,Sivir,Taliyah,Kai'Sa,Neeko,Nocturne,K'Sante,LCK,2025,Rounds 3-5,0,Dplus Kia,Red,1,Yunara,Wukong,Azir,Poppy,Trundle,Ahri,Sion,Jarvan IV,Lulu,Zeri,0
LOLTMNT03_288450,LCK,2025,Rounds 3-5,0,KT Rolster,Blue,1,Neeko,Poppy,Wukong,Bard,Varus,Rumble,Trundle,Taliyah,Corki,Leona,LCK,2025,Rounds 3-5,0,T1,Red,0,Azir,Yunara,Pantheon,Sivir,Alistar,Xin Zhao,Orianna,Aurora,Jhin,Rakan,1
12636-12636_game_1,LPL,2025,Split 3,0,EDward Gaming,Blue,1,Viego,Gwen,Pantheon,Xin Zhao,Nautilus,Rumble,Jarvan IV,Orianna,Sivir,Alistar,LPL,2025,Split 3,0,LNG Esports,Red,0,Vi,Varus,Wukong,Rakan,Braum,Taliyah,Yunara,Ornn,Rell,Lee Sin,1
LOLTMNT03_288467,LCK,2025,Rounds 3-5,0,T1,Blue,0,Ryze,Jarvan IV,Sivir,Neeko,Alistar,Pantheon,Galio,Gwen,Lucian,Braum,LCK,2025,Rounds 3-5,0,KT Rolster,Red,1,Azir,Yunara,Varus,Bard,Poppy,Wukong,Annie,Ambessa,Nautilus,Ziggs,0
12636-12636_game_2,LPL,2025,Split 3,0,LNG Esports,Blue,0,Xin Zhao,Varus,Vi,Rakan,Neeko,Azir,Pantheon,Sion,Lucian,Braum,LPL,2025,Split 3,0,EDward Gaming,Red,1,Gwen,Viego,Wukong,Poppy,Xayah,Trundle,Akali,Ambessa,Nautilus,Senna,0
12637-12637_game_1,LPL,2025,Split 3,0,Anyone's Legend,Blue,1,Taliyah,Annie,Poppy,Wukong,Jarvan IV,Pantheon,Orianna,Aurora,Xayah,Rakan,LPL,2025,Split 3,0,JD Gaming,Red,0,Azir,Varus,Neeko,Kai'Sa,Corki,Rumble,Yunara,Galio,Alistar,Trundle,1
12637-12637_game_2,LPL,2025,Split 3,0,JD Gaming,Blue,0,Neeko,Annie,Poppy,Xin Zhao,Skarner,Taliyah,Vi,Ambessa,Sivir,Braum,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Varus,Wukong,Gwen,Kai'Sa,Lucian,Sion,Azir,Corki,Rell,Jarvan IV,0
LOLTMNT03_288681,LTA S,2025,Split 3,0,Isurus,Blue,1,Ryze,Taliyah,Varus,Sivir,Corki,Wukong,Viktor,Ambessa,Lucian,Alistar,LTA S,2025,Split 3,0,Leviatan,Red,0,Azir,Yunara,Aurora,Xayah,Miss Fortune,Gwen,Orianna,Vi,Kai'Sa,Nautilus,1
